YEAR,MO,DY,Humidity,Wind_speed,Pressure,Temp,DEW_point,Wind_Direction,Precipitation
1982,2,19,51.38,2.73,97.66,17.39,6.46,110.12,0.49
1982,2,20,43.69,3.74,97.71,17.82,4.8,171.75,0.19
1982,2,21,43.19,2.83,97.94,15.27,1.54,245.62,0.55
1982,2,22,45.19,2.45,97.89,13.51,0.8,289.62,4.98
1982,2,23,43.56,3.1,97.81,13.77,0.14,292.56,0
1982,2,24,45.88,2.76,97.78,12.95,0.62,299.5,0
1982,2,25,42.19,2.68,97.67,14.54,0.4,293.56,0
1982,2,26,45.62,2.12,97.73,15.62,2.84,271.19,0
1982,2,27,67,2.01,97.82,14.54,8.03,205.62,10.49
1982,2,28,73.56,3.88,97.73,14.28,9.33,96.88,17.27
1982,3,1,85.06,4.2,97.31,15.1,12.5,135.06,10.93
1982,3,2,71.88,3,97.63,13.69,8.27,181.94,35.34
1982,3,3,66.5,2.24,98.11,14.23,7.43,203,0
1982,3,4,73.56,2.76,97.77,13.81,8.92,289,0.52
1982,3,5,86.06,4.73,97.47,12.8,10.47,113.62,4.64
1982,3,6,68.75,2.32,97.38,14.11,7.8,94.31,6.24
1982,3,7,57,2.7,97.83,13.61,4.52,237.5,1.78
1982,3,8,56.19,2.42,97.83,14.37,4.99,219.88,1.03
1982,3,9,53.62,2.59,97.6,16.44,6.24,119.62,1.39
1982,3,10,59.12,4.37,97.62,16.79,8.23,110.25,8.3
1982,3,11,63.5,2.35,97.92,16.47,8.73,185.75,0
1982,3,12,64.31,2.62,97.94,15.63,8.16,299.38,0
1982,3,13,62.06,3.91,97.7,16.67,7.9,292.38,0
1982,3,14,65.62,3.5,97.6,17.14,9.9,279.94,0
1982,3,15,59.25,2.44,97.42,19.69,10.71,215.19,0
1982,3,16,55.5,2.59,97.02,21.8,11.79,126.44,0.7
1982,3,17,62.75,3.49,97.17,20.89,12.96,186.12,5.9
1982,3,18,57.94,2.47,97.36,20.55,11.48,196.88,0
1982,3,19,56.19,2.45,97.47,20.76,10.9,305.25,0
1982,3,20,52,3.34,97.42,21.54,10.01,302.56,0
1982,3,21,55.31,2.32,97.53,21.49,11.51,249.31,0.09
1982,3,22,51.44,2.31,97.39,23.2,11.98,94.12,5.78
1982,3,23,52.88,3.21,97.35,23.4,12.69,80.44,0.16
1982,3,24,70.31,4.99,97.43,20.23,14.02,112.31,14.69
1982,3,25,67.69,1.79,97.59,19.69,12.93,234.44,0.29
1982,3,26,55.94,3.16,97.52,19.76,9.8,271.19,0.76
1982,3,27,58.69,3.12,97.59,19.44,10.19,296.44,0
1982,3,28,58.38,3.83,97.51,21.69,12.35,305.81,0
1982,3,29,59.19,3.87,97.55,23.23,13.84,298.19,0
1982,3,30,61.19,5.41,97.36,23.73,14.68,295.75,0
1982,3,31,54.12,5.89,96.98,24.19,12.84,302.38,0
1982,4,1,47.75,4.7,96.56,24.36,10.11,310.94,0
1982,4,2,40.81,3.81,96.69,24.49,9.29,303.5,0
1982,4,3,41.44,3.2,96.89,24.69,9.27,272.25,0
1982,4,4,34.06,2.3,97.02,26.99,8.48,166.44,0
1982,4,5,35.25,2.59,97.01,26.95,9.41,150.75,8.2
1982,4,6,50.56,2.7,97.38,24.16,12.34,155.31,38.28
1982,4,7,56.12,3.91,97.6,22.1,12.33,206.19,4.53
1982,4,8,54.25,4.12,97.47,21.26,10.34,304.19,0.06
1982,4,9,51.81,3.7,97.3,22.66,10.94,277.88,0
1982,4,10,43.25,2.6,97.31,25.18,10.3,210.56,0
1982,4,11,39.62,3.12,97.24,26.21,10.06,213,0
1982,4,12,42.75,3.49,97.18,26.37,11.71,240.31,0
1982,4,13,45.38,4.17,96.99,26.3,12.45,279.69,0
1982,4,14,41.5,3.52,96.95,27.45,11.64,280.81,0
1982,4,15,39.94,3.26,96.77,28.11,12.19,209.25,0.08
1982,4,16,45.25,3.06,96.68,28.36,14.3,146.75,8.97
1982,4,17,45.06,2.95,96.69,26.83,13.02,79.94,3.62
1982,4,18,54.81,3.05,96.85,26.05,15.07,144.5,21.3
1982,4,19,51.62,2.59,97.02,24.52,12.88,175.38,8.44
1982,4,20,46.94,2.31,96.98,26.59,13.58,213.88,0.64
1982,4,21,44.69,2.98,97.19,27.35,13.15,274.94,3.49
1982,4,22,43.19,4.56,97.05,27.17,12.17,276.56,0
1982,4,23,49.81,4.1,96.89,27.69,15.25,290.75,0
1982,4,24,43.19,2.94,96.71,29.3,14.18,198.44,0
1982,4,25,50.56,1.89,96.69,28.29,16.2,247.69,30.2
1982,4,26,56.81,2.73,96.86,26.44,16.56,110.75,5.93
1982,4,27,53.94,1.88,97.07,26.01,15.36,133.75,0.91
1982,4,28,73.5,3.3,97.22,22.64,17.58,104.69,34.91
1982,4,29,59.25,3.68,97.26,24.34,15.12,262.31,16.49
1982,4,30,68.75,3.97,97.05,23.55,16.94,301.94,78.01
1982,5,1,68.38,3.16,97.08,25.82,18.93,263.44,0
1982,5,2,60.38,4.08,97.1,26.93,17.75,241.38,0
1982,5,3,59.31,4.25,97.01,26.62,16.9,317.62,0
1982,5,4,56.56,4.68,96.83,26.88,16.69,288.69,0
1982,5,5,55.75,3.23,96.84,28.15,17.68,254.69,0
1982,5,6,54.75,2.62,96.95,28.26,17.07,261.81,0.61
1982,5,7,50.25,2.06,96.99,28.8,16.7,108.56,15.08
1982,5,8,50.25,2.71,96.98,28.67,16.63,99.25,0.08
1982,5,9,52.62,2.13,96.99,29.51,17.99,174.62,0.01
1982,5,10,73.44,2.55,97.11,24.87,19.65,125.31,12.35
1982,5,11,66.88,2.13,96.98,25.89,18.9,125.31,9.28
1982,5,12,73.31,3.91,96.91,24.61,19.4,97.56,5.58
1982,5,13,73.56,3.64,97.06,21.35,16.08,128.19,43.18
1982,5,14,53.75,1.18,97.04,24.02,13.08,147.88,0.01
1982,5,15,59.56,2.3,97.35,23.38,14.47,225.5,35.94
1982,5,16,57.81,2.37,97.51,23.64,14.17,214.38,0.01
1982,5,17,61,2.77,97.31,24.08,15.36,221.5,2.59
1982,5,18,63.06,2.05,97.21,25.8,17.76,188.62,0
1982,5,19,60.44,2.26,97.3,27.47,18.31,159.38,0.05
1982,5,20,61.88,2.5,97.35,26.36,18.01,188.81,0.53
1982,5,21,62,1.88,97.29,26.19,18.01,126,0.02
1982,5,22,54.88,1.17,97.07,27.57,16.83,101.69,0
1982,5,23,53.25,2.09,97.02,28.9,17.75,152.44,0
1982,5,24,52.12,2.27,97.06,29.56,18.15,185,0
1982,5,25,47.94,1.83,96.96,31.35,18.25,163.25,0
1982,5,26,49.19,2.64,96.84,32.08,19.13,197.94,0
1982,5,27,50.75,3.42,96.6,31.21,18.86,311.75,0
1982,5,28,47.19,3.79,96.38,31.65,17.57,279.31,0.03
1982,5,29,40.31,3.34,96.36,31.44,14.71,225,0.17
1982,5,30,39.31,2.73,96.36,32.64,15.47,189.75,1.89
1982,5,31,37.44,3.29,96.53,31.2,13.01,295.38,0
1982,6,1,36,3.12,96.44,31.69,13.3,221.31,0.03
1982,6,2,35.69,4.05,96.47,30.65,12.1,290.56,0
1982,6,3,35.94,3.84,96.49,30.69,12.05,280.25,0.01
1982,6,4,32.62,2.09,96.52,33.13,12.9,158.62,0
1982,6,5,37.75,2.83,96.63,31.99,14.75,190.25,0.03
1982,6,6,41.38,2.9,96.56,32.36,16.28,163.94,0
1982,6,7,35.44,2.33,96.37,33.43,14.76,195.12,0
1982,6,8,35.81,3.14,96.21,33.82,15.13,214.31,0
1982,6,9,32.69,4.2,96.02,34.4,14.7,222.69,0
1982,6,10,34.44,4.62,96.03,34.27,15.12,299.56,0
1982,6,11,36.31,4.11,96.02,34.41,16.04,293.94,0.08
1982,6,12,39.06,2.36,96.19,34.28,17.45,246.44,4.16
1982,6,13,37.56,3.62,95.98,34.83,17.27,230.25,0.33
1982,6,14,36.75,2.89,95.94,35.47,17.41,221.5,0.08
1982,6,15,44.94,2.35,96.16,33.52,19.61,219,23.21
1982,6,16,36.5,3.3,96.11,34.9,16.8,200.06,0.07
1982,6,17,48.75,3.05,96.15,32.22,19.27,210.75,8.39
1982,6,18,58.06,3.48,96.17,30.9,20.91,193.12,37.45
1982,6,19,57.81,2.38,96.28,29.48,19.2,227.69,2.46
1982,6,20,53.5,2.11,96.35,31.1,19.83,235.19,9.61
1982,6,21,49.75,2.27,96.45,32.42,19.56,230,1.68
1982,6,22,43.19,3.39,96.41,33.31,18.05,321.88,0
1982,6,23,38.5,2.26,96.24,33.76,16.65,206.75,0.05
1982,6,24,36.38,4.55,96.11,33.15,14.81,289.19,0
1982,6,25,34.25,4.83,96.01,33.02,13.66,317.56,0
1982,6,26,31.88,2.77,95.86,34.69,14.19,204.38,0
1982,6,27,31.69,2.43,95.82,35.77,15.57,165.94,0.02
1982,6,28,38.38,3.05,95.96,33.61,16.4,132.06,8.4
1982,6,29,39.69,2.67,96.22,33.28,16.64,221.81,0.11
1982,6,30,38.31,4.48,96.26,34,16.95,244.19,1.11
1982,7,1,38.81,5.63,96.15,33.57,16.81,291.06,0.92
1982,7,2,40.5,4.51,96.04,32.94,16.07,307.38,5.7
1982,7,3,40.94,4.76,96.06,33.23,16.94,313.56,0.87
1982,7,4,33.94,4.87,96.13,34.65,15.07,316.44,0
1982,7,5,34,4.77,96.12,34.58,15.21,311.56,0
1982,7,6,33.81,3.59,96.08,35.27,15.69,316.25,0
1982,7,7,31.56,3.74,96.25,35.55,15.2,232.38,0.09
1982,7,8,33.31,4.7,96.15,34.76,14.76,315,0.41
1982,7,9,31.62,3.5,96.09,35.33,14.3,280.06,1.09
1982,7,10,26.88,2.42,96.13,36.09,12.51,202.44,0
1982,7,11,32,2.7,96.2,34.98,15.05,141.69,0.02
1982,7,12,39.31,2.22,96.26,33.64,17.4,129.81,8.59
1982,7,13,45,1.81,96.34,33.18,18.84,209.12,8.13
1982,7,14,40.5,2.36,96.27,34.68,17.75,174.69,1.17
1982,7,15,55.62,2.2,96.36,32.43,21.76,176.81,8.82
1982,7,16,68.62,1.21,96.37,30.84,24.3,145.88,61.1
1982,7,17,62.25,1.38,96.09,32.34,23.81,178.5,5.78
1982,7,18,51.69,1.77,95.9,34.81,22.8,228.25,0.02
1982,7,19,48.38,1.66,96.04,35.15,21.73,178.88,1.72
1982,7,20,68,2.42,96.42,31.58,24.59,148.62,8.96
1982,7,21,68.56,1.79,96.41,30.75,24.07,148.81,5.87
1982,7,22,69.25,1.37,96.39,30.37,23.84,146,50.98
1982,7,23,70.19,1.75,96.36,30.72,24.23,150.88,4.89
1982,7,24,87.19,3.24,96.44,27.93,25.57,116.62,14.18
1982,7,25,87.44,2.57,96.32,27.26,24.98,112.56,79
1982,7,26,76.25,1.51,96.04,29.28,24.5,204.94,7.87
1982,7,27,79.19,3.71,95.86,29.83,25.51,273.38,10.46
1982,7,28,85.25,2.57,96.13,28.58,25.77,149,1.01
1982,7,29,79.44,1.7,96.12,30.41,26.23,186.81,1.13
1982,7,30,78.06,1.96,95.92,30.33,25.86,213.12,8.46
1982,7,31,86.5,2.14,96.01,28.37,25.82,137.38,3.37
1982,8,1,89.69,1.5,96.19,26.98,25.11,129.31,11.64
1982,8,2,71.88,1.36,96.26,29.55,23.61,152.31,3.75
1982,8,3,78.06,1.92,96.45,29.69,25.27,187.12,2.92
1982,8,4,82.75,3.77,96.39,28.88,25.52,260.75,1.4
1982,8,5,91.06,2.53,96.43,26.44,24.86,230.56,19.53
1982,8,6,87.19,1.95,96.16,27.21,24.86,237.62,41
1982,8,7,81.19,1.7,96.17,29.12,25.45,244.88,3.07
1982,8,8,80.5,1.59,96.29,29.51,25.66,230,16.86
1982,8,9,91.38,2.2,96.38,27.26,25.73,143.12,6.23
1982,8,10,82.12,2.16,96.33,28.19,24.73,226.31,28.37
1982,8,11,79.19,1.21,96.34,29.12,24.99,185.88,3.37
1982,8,12,86.81,2.41,96.32,28.43,25.97,123.12,5.34
1982,8,13,77.56,2.2,96.46,29.54,25.06,137.81,6.78
1982,8,14,71.69,1.48,96.46,30.25,24.15,172.19,3.42
1982,8,15,84.19,2.55,96.54,28.26,25.27,149.06,5.95
1982,8,16,82.25,1.79,96.42,28.71,25.24,172.12,0.49
1982,8,17,85.5,1.84,96.47,27.39,24.69,130.19,8.61
1982,8,18,79.56,1.84,96.43,29.32,25.22,179.94,0.88
1982,8,19,82.88,1.95,96.32,28.83,25.56,193.12,1.92
1982,8,20,88.94,2.51,96.37,27.2,25.18,129.12,21.23
1982,8,21,87.19,2.48,96.34,27.67,25.3,153.62,14.18
1982,8,22,84.25,1.91,96.35,28.28,25.26,162.75,6.15
1982,8,23,82.19,1.88,96.27,28.3,24.87,171.25,7.29
1982,8,24,78.25,1.63,96.24,28.78,24.45,205.44,3.81
1982,8,25,80.75,1.42,96.37,28.13,24.28,165.25,8.97
1982,8,26,75.62,1.32,96.45,28.48,23.39,185.5,8.13
1982,8,27,77.06,2.16,96.51,28.15,23.47,186.81,13.82
1982,8,28,82.44,2.05,96.56,27.6,24.1,145.25,12.82
1982,8,29,68.25,1.33,96.51,28.24,21.08,203.62,0.45
1982,8,30,74.81,1.78,96.63,26.83,21.71,175.06,1.97
1982,8,31,70.69,1.95,96.82,27.19,20.67,164.81,0.61
1982,9,1,72.69,1.88,96.93,26.59,20.96,172.25,0
1982,9,2,67.94,1.52,96.76,28.07,21.05,153.06,0
1982,9,3,59.44,1.54,96.71,29.93,20.36,193.25,0
1982,9,4,60.69,1.75,96.65,28.69,19.73,213.88,0
1982,9,5,64.5,1.78,96.68,28.02,20.28,155.88,0
1982,9,6,66.81,1.73,96.65,28.21,20.85,169.31,0
1982,9,7,61.88,1.8,96.71,28.8,19.88,158.44,0
1982,9,8,65.94,1.98,96.7,28.29,20.78,194.94,0
1982,9,9,64.5,1.79,96.74,28.17,19.99,138.56,0.09
1982,9,10,63,2.09,96.77,28.99,20.15,133.94,0
1982,9,11,69.69,1.82,96.62,28.54,21.86,160.69,0.83
1982,9,12,65.31,2.69,96.35,27.33,19.3,258.12,1.36
1982,9,13,47.25,2.3,96.36,28.42,15.45,229.69,0.15
1982,9,14,45.44,2.27,96.56,28.08,14.55,211.06,0
1982,9,15,49.38,2.89,96.62,26.43,14.13,242.12,0
1982,9,16,44.69,2.48,96.71,27.8,14.25,304.12,0
1982,9,17,47.62,2.37,96.84,27.83,15.17,205.62,0
1982,9,18,47.25,1.57,97.03,28.37,15.6,171.25,0
1982,9,19,53.06,1.95,97.12,27.77,16.53,225,0
1982,9,20,46.62,2.71,97,28.33,15.2,237.31,0
1982,9,21,44.19,2.87,96.92,28.1,13.87,288.56,0
1982,9,22,44.69,2.16,96.75,28.08,14.09,140.81,0
1982,9,23,56.25,2.23,96.93,27.22,17.01,140.88,1.9
1982,9,24,59.25,1.64,97.26,26.05,16.65,111.44,4.13
1982,9,25,51,2.17,97.36,25.33,13.26,218.38,0
1982,9,26,44,2.75,97.18,24.59,10.3,212.31,0
1982,9,27,42,2.99,97.07,24.93,9.73,201.81,0
1982,9,28,39,3.41,97.07,25.84,9.84,214.94,0
1982,9,29,37.25,3.21,97,25.88,8.97,239,0
1982,9,30,36.06,3.98,97.05,24.98,7.48,317.38,0
1982,10,1,32.38,2.51,97.25,25.51,6.42,181.25,0.06
1982,10,2,34.25,1.98,97.62,24.75,6.73,177.62,0
1982,10,3,37.44,2.8,97.7,24.65,7.69,185.31,0
1982,10,4,38.69,2.05,97.55,24.83,8.38,153,0
1982,10,5,45.69,2.21,97.63,23.44,10.4,113.44,0
1982,10,6,47.12,2.21,97.68,24.84,11.89,127.31,0
1982,10,7,43,1.85,97.45,26.3,11.73,177.12,0
1982,10,8,40.88,1.95,97.27,26.67,11.21,178.69,0.03
1982,10,9,40.56,1.98,97.31,26.85,11.34,133.81,0.35
1982,10,10,50.5,2.23,97.5,25.55,13.67,142,6.29
1982,10,11,62.38,2.25,97.66,23.96,15.27,140.25,3.92
1982,10,12,52.5,2.27,97.62,24.88,13.52,153.44,0
1982,10,13,53.62,2.3,97.67,24.97,14.07,136.06,0
1982,10,14,49.31,1.66,97.67,25.72,13.51,146.62,0
1982,10,15,51.38,2.27,97.65,25.4,14,131.88,0
1982,10,16,46.19,1.88,97.57,25.82,12.3,153.81,0
1982,10,17,45.81,2.11,97.6,25.55,12.19,136.94,0
1982,10,18,44.38,1.88,97.69,25.61,11.7,162.56,0
1982,10,19,39.56,2.08,97.4,25.4,9.62,221.38,0
1982,10,20,35.94,2.07,97.18,25.73,8.58,199.75,0
1982,10,21,38.56,3.14,97.1,25.2,9.01,218.12,0
1982,10,22,38.25,3.41,97.13,25.26,9.05,288.5,0
1982,10,23,33.75,1.52,97.43,25.94,8.01,157.31,0
1982,10,24,34.88,2.04,97.6,24.58,7.07,202.94,0
1982,10,25,35.19,2.8,97.27,23.64,6.4,179.38,0.92
1982,10,26,34.38,3.01,97.16,24.04,5.94,132.19,0
1982,10,27,36.75,4.04,97.4,24.47,7.9,112.81,0.26
1982,10,28,46.69,2.98,97.91,23.42,10.94,79.75,1.06
1982,10,29,44.5,2.95,97.95,22.94,9.62,262.5,0
1982,10,30,34,3.05,97.79,21.66,3.73,282.94,0
1982,10,31,30.88,2.52,97.79,22.51,3.76,168.81,0
1982,11,1,29.75,2.81,97.89,21.98,2.26,191.88,0
1982,11,2,26.94,2.05,97.97,22.05,1.16,153.19,0
1982,11,3,27.38,2.05,98.07,21.82,1.01,163.25,0
1982,11,4,29.25,2.98,97.85,21.15,1.3,216.75,0
1982,11,5,31.94,5.66,97.23,22.26,3.78,305.56,0
1982,11,6,35.88,2.15,97.38,22.37,5.77,178.69,0
1982,11,7,35.69,2.17,97.7,22.79,5.89,153.12,0
1982,11,8,37.5,2.05,97.77,22.07,5.87,133,0
1982,11,9,55.06,3.42,97.76,21.14,11.3,141.31,0
1982,11,10,60.88,2.44,97.69,19.77,10.97,224.62,0.01
1982,11,11,45.06,2.15,97.62,19.57,5.83,182.94,0
1982,11,12,36.62,2.04,97.53,19.47,3.27,185.56,0
1982,11,13,35.44,2.65,97.53,19.83,3.14,189.44,0
1982,11,14,34.25,2.91,97.58,20.09,2.76,198.25,0
1982,11,15,36.12,2.47,97.68,21.22,4.88,119.12,0
1982,11,16,41.38,2.89,97.87,22.73,8.36,203.56,0.05
1982,11,17,39.31,2.38,97.96,23.37,8,226.69,0.02
1982,11,18,41,3.4,98.06,23.63,9,225.75,0
1982,11,19,51.31,3.66,97.82,21.7,10.69,305.69,0.06
1982,11,20,41.06,2.72,97.73,20.51,5.65,302,0.13
1982,11,21,34.5,2.4,97.86,18.98,2.05,241.88,0.73
1982,11,22,30.69,2.87,97.95,17.91,-0.76,300.19,0
1982,11,23,35.06,2.05,97.78,16.09,-0.17,278.81,0
1982,11,24,30.06,1.65,97.67,17.49,-0.92,194.56,0
1982,11,25,30.75,2.49,97.59,17.36,-1.01,129.69,0
1982,11,26,32.44,2.23,97.73,16.65,-0.86,158.69,0
1982,11,27,29.5,2.97,97.74,15.79,-3.05,236.5,0
1982,11,28,28.19,1.84,97.86,14.9,-4.17,198.69,0
1982,11,29,25.25,2.86,97.77,15.81,-4.98,248.31,0
1982,11,30,24.38,1.91,97.79,17.88,-3.28,175.31,0
1982,12,1,33.25,2.48,97.88,18.95,1.97,136.25,0
1982,12,2,36.62,2.62,97.97,19.38,3.5,193.12,0
1982,12,3,33.06,4.07,97.98,19.58,2.05,205.06,0
1982,12,4,31.31,5.13,97.98,17.74,-0.63,298.88,0
1982,12,5,31.62,4.52,97.86,15.37,-2.67,293.31,0
1982,12,6,30.88,3.7,97.8,14.03,-4.31,295.94,0
1982,12,7,22.31,1.27,98.01,16.21,-5.88,157.25,0
1982,12,8,23.75,1.78,98.22,17.2,-4.31,157.94,0
1982,12,9,26,2.23,98.25,18.04,-2.7,258.06,0
1982,12,10,45.25,4.55,97.92,16.77,3.74,293.5,0
1982,12,11,32.38,3.86,97.71,14.28,-3.42,277.69,0
1982,12,12,27.56,1.72,98.02,14.91,-4.04,244.06,0
1982,12,13,34,1.93,97.97,16.32,0.08,270.12,0
1982,12,14,37.44,1.81,98.05,17.55,2.42,252.31,0
1982,12,15,32.94,2.2,98.01,16.8,-0.31,254.25,0
1982,12,16,29.94,2.55,98.02,16.3,-1.81,191.31,0
1982,12,17,27.25,2.68,98.14,16.3,-3.24,213.75,0
1982,12,18,29,3.81,98,15.86,-3.08,295.69,0
1982,12,19,29.06,1.66,98,14.98,-3.8,237.56,0
1982,12,20,22.25,2.12,98.15,15.72,-6.27,195.31,0
1982,12,21,18.69,2.05,98.1,16.9,-7.35,245.25,0
1982,12,22,19.56,2.98,97.87,18.55,-5.74,262,0
1982,12,23,39.56,2.87,97.6,16.44,2.01,291.75,0.01
1982,12,24,40.62,3.34,97.72,15.98,1.55,217.19,0
1982,12,25,32.88,2.09,97.88,13.77,-3.81,270.69,0
1982,12,26,24.56,1.95,98.11,14.88,-5.66,120.94,0
1982,12,27,30.69,3.33,97.89,15.02,-2.7,115.5,0
1982,12,28,69.5,5.83,97.79,11.04,5.34,114.12,3.23
1982,12,29,64.94,3.61,98.23,12.03,5.32,179.5,5.14
1982,12,30,59.75,4.13,98.02,11.88,3.3,300.88,3.33
1982,12,31,57.12,3.45,97.74,11.94,2.37,292.81,0.19
1983,1,1,47.69,2.47,97.93,14.15,2.62,202.44,0
1983,1,2,49.75,3.44,97.83,11.09,-0.36,291.56,0
1983,1,3,35.69,1.53,98.05,11.31,-4.08,165.19,0
1983,1,4,32.38,1.94,98.2,12.15,-4.49,146.88,0
1983,1,5,34.56,2.57,98.13,12.23,-3.7,186.31,0
1983,1,6,38.81,2.99,97.89,14.2,-0.27,217.56,0
1983,1,7,46.88,1.98,97.86,14.15,2.44,206.75,0
1983,1,8,46.75,2.55,97.83,14.31,2.51,200.81,0
1983,1,9,41.62,3.55,97.77,13.62,-0.11,121.25,0
1983,1,10,38.25,2.7,98.14,12.82,-1.85,187.44,0
1983,1,11,40.06,1.88,98.26,12.43,-1.45,199.75,2.11
1983,1,12,35.94,2.56,98.16,12.07,-3.3,252.81,0
1983,1,13,33.94,1.52,98.19,11.68,-4.27,244.88,0
1983,1,14,35.31,2.33,98.02,11.21,-4.08,123.25,0
1983,1,15,35.38,3.63,98.02,12.17,-3.56,116.94,0
1983,1,16,32.31,2.65,98.18,12.86,-4.17,205.62,0
1983,1,17,28.44,1.52,98.24,13.5,-5.24,158.12,0
1983,1,18,28.06,2.39,98.09,13.15,-5.64,262.44,0
1983,1,19,30.5,2.84,97.98,12.43,-5.45,284.62,0
1983,1,20,30.62,2.26,98.11,12.66,-5.23,225.5,0
1983,1,21,29.12,2.12,98.38,13.07,-5.11,127.81,0
1983,1,22,25.88,2.11,98.29,14.97,-4.93,136.25,0
1983,1,23,26.38,2.14,98.2,15.8,-4.09,115.12,0
1983,1,24,25.38,2.13,98.14,15.86,-4.51,169.5,0
1983,1,25,24,1.95,98.13,16.08,-5.13,146.69,0
1983,1,26,26.38,3.65,98.17,16.12,-3.7,115.81,0
1983,1,27,43.12,6.77,98.01,17.06,4.02,111.94,0.22
1983,1,28,75.12,5.9,97.78,14.89,10.28,134.88,15.35
1983,1,29,72.25,2.95,97.86,12.79,7.62,122.12,4.26
1983,1,30,58.69,2.48,97.81,12.07,3.47,169.88,10.66
1983,1,31,47.88,2.24,97.67,11.4,-0.21,236.44,0.02
1983,2,1,45,2.86,97.69,11.03,-1.35,289,0.06
1983,2,2,40.56,2.16,98.03,11.78,-1.91,225.5,0
1983,2,3,40.19,2.49,98.1,11.76,-2.12,213.94,0
1983,2,4,37.56,2.51,98.01,11.78,-3.17,266.5,0
1983,2,5,34.88,2.23,97.91,12,-4.16,257.56,0
1983,2,6,28.5,1.86,98,13.66,-5.02,166.38,0
1983,2,7,29.62,1.88,98.05,13.92,-4.16,199.94,0
1983,2,8,34.62,2.43,98.06,13.1,-3.26,172.88,0
1983,2,9,32.12,2.33,98.03,14.25,-3.17,186.56,0
1983,2,10,31.94,2.41,98.03,14.52,-3.12,200.75,0
1983,2,11,32.62,2.88,97.9,15.33,-2.27,297.69,0
1983,2,12,33.88,3.23,97.59,15.15,-1.68,301.44,0
1983,2,13,40.69,2.44,97.66,15.04,1.19,104.44,0.01
1983,2,14,48.88,3.98,97.8,18.05,6.42,117.38,0.36
1983,2,15,52.5,2.89,97.86,19.1,8.44,194.25,2.83
